camis,dba,boro,building,street,zip,phone,cuisine_description,critical_flag,score,grade,is_closed,violation_count,inspection_year,inspection_month,inspection_day,total_inspections,violation_ratio
50000353,nostrand avenue pub,brooklyn,658,nostrand ave,11216.0,7189304467,american,4,4.0,2.25,0,8,2018,11,16,8,1.0
50000491,empire hotel bar,manhattan,44,w 63rd st,10023.0,6463547814,american,16,34.2,1.2,0,30,2018,11,16,30,1.0
50000895,wah sing,queens,23119,merrick blvd,11413.0,7187126106,chinese,13,13.947368421052632,1.105263157894737,1,19,2018,11,16,19,1.0
50000923,di fara pizzeria,brooklyn,1424,avenue j,11230.0,7182581367,pizza,24,18.23076923076923,0.5172413793103449,0,48,2018,11,16,58,0.8275862068965517
50001179,xings chef chinese food,queens,4620b,ditmars blvd,11105.0,7187262288,chinese,4,8.571428571428571,3.0,0,14,2018,11,16,14,1.0
50001751,ke zhang,queens,4572,kissena boulevard,11355.0,7186610008,chinese,26,18.454545454545453,1.3043478260869565,0,44,2018,11,16,46,0.9565217391304348
50008013,yseb korean chinese restaurant,queens,15005,northern blvd,11354.0,7183530077,chinese,9,16.0,1.8,0,10,2018,11,16,10,1.0
50012067,mikes diner,queens,2237,31st st,11105.0,9175314743,american,32,21.74074074074074,1.3103448275862069,0,56,2018,11,16,58,0.9655172413793104
50013555,grill on the hill,manhattan,1624,amsterdam ave,10031.0,5165093038,american,15,26.65625,1.0,0,32,2018,11,16,32,1.0
50014246,amorino,manhattan,162,8th ave,10011.0,2122556471,ice cream gelato yogurt ices,10,12.0,3.0,0,18,2018,11,16,18,1.0
50032938,john doe bar  kitchen,manhattan,253,5th ave,10016.0,6468824007,american,18,15.4375,1.6875,0,32,2018,11,16,32,1.0
50033748,barrys bootcamp fuel bar,manhattan,1,york st,10013.0,6465695310,juice smoothies fruit salads,4,6.25,3.0,0,8,2018,11,16,8,1.0
50037861,imani carribean kitchen  bar,brooklyn,271,adelphi st,11205.0,7189230100,seafood,30,30.35,1.04,0,50,2018,11,16,50,1.0
50038538,subway,manhattan,651,w 169th st,10032.0,2127817700,american,4,7.8,3.0,0,10,2018,11,16,10,1.0
50042061,i pizza ny,manhattan,642,9th ave,10036.0,2122451451,pizza,14,25.96153846153846,1.3461538461538463,1,26,2018,11,16,26,1.0
50047015,under the bridge,manhattan,1079,1st ave,10022.0,2125830695,greek,22,15.681818181818182,1.565217391304348,0,46,2018,11,16,46,1.0
50048217,blossom du jour express,manhattan,1000s,8th ave,10019.0,2127656500,vegetarian,14,19.153846153846153,1.5,0,28,2018,11,16,28,1.0
50050835,subway,queens,6025,roosevelt ave,11377.0,7187799166,sandwiches,4,9.2,3.0,0,10,2018,11,16,10,1.0
50051455,time tequila bar cafe,queens,675a,seneca ave,11385.0,3477407385,mexican,4,8.5,3.0,0,8,2018,11,16,8,1.0
50056686,tea cha cha,queens,4010,main st,11354.0,9172852754,cafãcoffeetea,6,6.6,2.4,0,10,2018,11,16,10,1.0
50057635,la amistad bakery and restaurant,queens,16204,northern blvd,11358.0,7184632477,spanish,20,27.02857142857143,0.8571428571428571,0,35,2018,11,16,35,1.0
50060391,the ox tavern,brooklyn,1301,newkirk ave,11230.0,7182840005,american,24,22.166666666666668,0.6666666666666666,0,36,2018,11,16,36,1.0
50062900,life health fitness,queens,1024,154th st,11357.0,7183570300,juice smoothies fruit salads,16,11.583333333333334,1.25,0,20,2018,11,16,24,0.8333333333333334
50065192,xinyang restaurant,queens,13621,41st ave,11355.0,7189618877,chinese,22,28.352941176470587,1.1666666666666667,0,34,2018,11,16,36,0.9444444444444444
50066982,39 taco house,brooklyn,3922,9th ave,11232.0,7188510880,mexican,6,12.0,1.5,0,20,2018,11,16,20,1.0
50070068,hot space,queens,3907,prince st,11354.0,9292904212,chinese,4,7.6,2.0,0,12,2018,11,16,12,1.0
50070798,la margarita pizzeria,manhattan,168,ludlow st,10002.0,2122281233,pizza,6,9.0,3.0,0,6,2018,11,16,6,1.0
50071042,caridad restaurant,queens,9019,jamaica ave,11421.0,7188477575,spanish,14,19.6,1.2,0,20,2018,11,16,20,1.0
50072367,juicefoodfuel,manhattan,1211,avenue of the americas,10036.0,6464072632,american,10,14.777777777777779,0.9,0,20,2018,11,16,20,1.0
50072375,sri pra phai,brooklyn,176,n 9th st,11211.0,7183021599,thai,4,18.0,0.0,0,10,2018,11,16,10,1.0
50076656,bunny,brooklyn,449,nostrand ave,11216.0,6464796871,mediterranean,6,19.8,1.8,0,10,2018,11,16,10,1.0
50078233,ejen,brooklyn,254,36th st,11232.0,3106345593,korean,4,12.0,3.0,0,4,2018,11,16,4,1.0
50079668,fitrition,queens,3009,steinway st,11103.0,6462830401,juice smoothies fruit salads,12,11.625,1.875,0,16,2018,11,16,16,1.0
50081015,jones beach,brooklyn,4,stuyvesant ave,11221.0,3474425255,american,2,12.0,3.0,0,4,2018,11,16,4,1.0
50081556,freshy freshys juice bar,manhattan,101,sherman ave,10034.0,6468825806,juice smoothies fruit salads,5,31.0,0.8888888888888888,1,9,2018,11,16,9,1.0
50081570,mulberry  vine,manhattan,644,lexington ave,10022.0,6316039064,american,2,9.0,3.0,0,4,2018,11,16,4,1.0
50082520,georgian dream,brooklyn,8309,3rd ave,11209.0,7183335363,eastern european,2,13.0,3.0,0,6,2018,11,16,6,1.0
50082730,little caesars,bronx,1656,bruckner blvd,10473.0,9176560030,pizza,0,6.0,3.0,0,6,2018,11,16,6,1.0
50083798,woori korean restaurant,queens,13676,39th ave,11354.0,9175605050,korean,0,5.0,3.0,0,4,2018,11,16,4,1.0
50084632,ec deli restaurant,queens,12696,willets point blvd,11368.0,3474759240,spanish,2,12.0,3.0,0,6,2018,11,16,6,1.0
41105572,kabu bar  lounge,queens,8509,northern boulevard,11372.0,7184298113,latin cuban dominican puerto rican south  central american,18,14.933333333333334,1.2,0,30,2018,11,15,30,1.0
41173219,cheogodzip,queens,16024,northern boulevard,11358.0,7184450806,american,8,8.444444444444445,1.8,0,18,2018,11,15,20,0.9
41420319,oceana,manhattan,120,west   49 street,10019.0,2127595941,seafood,18,18.8,1.8,0,30,2018,11,15,30,1.0
50003078,the roof,manhattan,120,west 57th street,10019.0,2127559619,american,14,16.0,1.5,0,32,2018,11,15,32,1.0
50042648,capo bar  grill,queens,7813,roosevelt ave,11372.0,6465081042,latin cuban dominican puerto rican south  central american,28,19.36,0.8518518518518519,0,50,2018,11,15,54,0.9259259259259259
50054220,gaijin,queens,3712,31st ave,11103.0,9293282890,japanese,16,8.75,1.125,0,16,2018,11,15,16,1.0
50085394,china one restaurant,brooklyn,3806,fort hamilton pkwy,11218.0,7189728233,chinese,4,13.0,2.0,0,6,2018,11,15,6,1.0
40363630,lorenzo  marias kitchen,manhattan,1418,third avenue,10028.0,2127941080,continental,15,21.818181818181817,0.9130434782608695,0,23,2018,11,14,23,1.0
40373912,the malt house,manhattan,206,thompson street,10012.0,2122287701,american,8,21.72222222222222,2.0,0,18,2018,11,14,18,1.0
40379304,gotham bar  grill,manhattan,12,east   12 street,10003.0,2126204026,american,10,12.266666666666667,1.7647058823529411,0,17,2018,11,14,17,1.0
40396381,la dinastia,manhattan,4059,broadway,10032.0,2129286605,chinesecuban,29,37.18421052631579,0.7894736842105263,0,38,2018,11,14,38,1.0
40399810,international restaurant,brooklyn,4408,5 avenue,11220.0,7184382009,latin cuban dominican puerto rican south  central american,6,20.0,1.9090909090909092,0,11,2018,11,14,11,1.0
40402699,riverdale yacht club,bronx,800,west 254 street  hudson river,10471.0,7185430792,american,17,24.26086956521739,0.8461538461538461,0,26,2018,11,14,26,1.0
40548766,joes shanghai restaurant,manhattan,9,pell street,10013.0,2122338888,chinese,39,27.90566037735849,0.7142857142857143,0,53,2018,11,14,56,0.9464285714285714
40566783,grand morelos diner  bakery,brooklyn,727,grand street,11211.0,7182189441,mexican,10,18.41176470588235,1.6666666666666667,0,17,2018,11,14,18,0.9444444444444444
40787990,starbucks,manhattan,77,west  125 street,10027.0,9174922454,cafãcoffeetea,12,13.153846153846153,2.142857142857143,0,28,2018,11,14,28,1.0
40804049,kristys restaurant,bronx,796,courtlandt avenue,10451.0,7184020698,chinese,4,7.6,3.0,0,10,2018,11,14,10,1.0
40850859,starbucks,manhattan,2529,broadway,10025.0,2123160374,cafãcoffeetea,2,6.0,3.0,0,6,2018,11,14,8,0.75
40906867,subway,manhattan,173,west   26 street,10001.0,2122557647,sandwiches,4,11.428571428571429,3.0,0,14,2018,11,14,14,1.0
40947919,dos caminos soho,manhattan,475,west broadway,10012.0,2122774300,mexican,22,15.052631578947368,1.65,0,40,2018,11,14,40,1.0
40949604,cheesy pizza,manhattan,2640,broadway,10025.0,2126625223,pizza,8,10.0,3.0,0,12,2018,11,14,12,1.0
41076314,melbas,manhattan,300,west  114 street,10026.0,2128647777,american,55,31.68,0.4731182795698925,0,85,2018,11,14,93,0.9139784946236559
41108575,soho bistro,queens,0,jfk international airport,11430.0,7186561012,american,14,13.714285714285714,2.142857142857143,0,28,2018,11,14,28,1.0
41188374,billies black bar lounge and restaurant,manhattan,271,west  119 street,10026.0,2122802248,soul food,16,15.0,1.2,0,28,2018,11,14,30,0.9333333333333333
41236466,dunkin donuts,brooklyn,7519,5 avenue,11209.0,7184397305,donuts,6,9.666666666666666,3.0,0,12,2018,11,14,12,1.0
41237575,cold stone creamery,queens,8028,cooper avenue,11385.0,7183863835,ice cream gelato yogurt ices,12,8.785714285714286,1.6,0,26,2018,11,14,30,0.8666666666666667
41299396,starbucks,bronx,3503,johnson avenue,10463.0,7185432348,cafãcoffeetea,4,10.333333333333334,3.0,0,12,2018,11,14,12,1.0
41330933,d  s bakery,brooklyn,6302,new utrecht avenue,11219.0,7186212808,chinese,34,20.666666666666668,1.03125,0,60,2018,11,14,64,0.9375
41339476,langqi seafood restaurant,brooklyn,5701,7 avenue,11220.0,7185677766,chinese,26,24.181818181818183,1.2272727272727273,0,44,2018,11,14,44,1.0
41341359,franklin pizza,brooklyn,109,franklin street,11222.0,7183492472,pizza,6,8.8,2.7,0,18,2018,11,14,20,0.9
41345068,mirrors on grand,brooklyn,284,grand avenue,11238.0,7186222277,american,32,22.29032258064516,0.7142857142857143,0,68,2018,11,14,70,0.9714285714285714
41362438,new york sports grill,queens,0,jfk international airport,11430.0,3472293564,american,10,13.416666666666666,2.0,0,24,2018,11,14,24,1.0
41362527,cheeburger cheeburger,queens,0,jfk international airport,11430.0,7186566210,hamburgers,2,6.0,3.0,0,8,2018,11,14,8,1.0
41376994,chipotle mexican grill,manhattan,125,east   23 street,10010.0,2126736904,mexican,18,14.777777777777779,1.5,0,36,2018,11,14,36,1.0
41382526,joels,queens,1615,palmetto street,11385.0,3478013389,bakery,5,9.222222222222221,1.5,0,9,2018,11,14,10,0.9
41391463,bobby vans grill,queens,0,jfk intl airport,11430.0,7185532100,american,38,27.575757575757574,1.0303030303030303,0,66,2018,11,14,66,1.0
41434246,silver kitchen,queens,4301,21 street,11101.0,7184331327,american,42,21.575,1.048780487804878,0,80,2018,11,14,82,0.975609756097561
41443646,starbucks,manhattan,227,west   27 street,10001.0,2122175776,cafãcoffeetea,6,11.5,2.5714285714285716,0,14,2018,11,14,14,1.0
41454384,k town,manhattan,34,west   32 street,10001.0,2126432603,korean,20,23.58823529411765,1.105263157894737,0,34,2018,11,14,38,0.8947368421052632
41471829,the castello plan,brooklyn,1213,cortelyou road,11218.0,7188568888,american,32,19.333333333333332,1.3333333333333333,0,58,2018,11,14,60,0.9666666666666667
41515501,georges luncheonette,brooklyn,2157,utica avenue,11234.0,7183779182,american,8,8.8,3.0,0,10,2018,11,14,10,1.0
41519401,agave deli grocery,brooklyn,252,kings highway,11223.0,7182661006,mexican,6,8.714285714285714,3.0,0,14,2018,11,14,14,1.0
41535326,golden z restaurant,brooklyn,1410,avenue u,11229.0,7183824328,chinese,36,22.0,1.2258064516129032,0,62,2018,11,14,62,1.0
41579300,metate mexican restaurant,bronx,3515,johnson avenue,10463.0,7185434444,mexican,52,24.974358974358974,0.7073170731707317,0,78,2018,11,14,82,0.9512195121951219
41615286,kissaten jin,manhattan,3187,broadway,10027.0,6464902888,japanese,30,16.11111111111111,1.2222222222222223,0,54,2018,11,14,54,1.0
41629686,dunkin donuts,queens,0,jfk international airport,11430.0,3475895096,donuts,10,9.6,2.1818181818181817,0,22,2018,11,14,22,1.0
41634314,famous famiglia pizzeria,queens,0,jfk international airport,11430.0,7182440197,pizza,14,12.636363636363637,1.9090909090909092,0,22,2018,11,14,22,1.0
41635072,original puglia ristorante italiano,manhattan,189,hester street,10013.0,2129666006,italian,30,15.142857142857142,1.2333333333333334,0,58,2018,11,14,60,0.9666666666666667
41635743,peteys burger,queens,4646,vernon boulevard,11101.0,7189374040,american,16,18.285714285714285,1.6,0,30,2018,11,14,30,1.0
41646198,chubby burgers  chicken,queens,2597,steinway street,11103.0,7187777145,american,8,7.4,1.6363636363636365,0,22,2018,11,14,22,1.0
41653556,awash ethiopian restaurant,brooklyn,242,court st,11201.0,7182432151,ethiopian,18,16.066666666666666,1.3125,0,32,2018,11,14,32,1.0
41686601,rustys bar,staten island,879,forest avenue,10310.0,7182735501,american,14,15.642857142857142,2.142857142857143,0,28,2018,11,14,28,1.0
41716909,starbucks,staten island,106,page avenue,10309.0,7183561090,cafãcoffeetea,12,10.916666666666666,1.9285714285714286,0,28,2018,11,14,28,1.0
50000364,royal curry  kabab,manhattan,1925,st nicholas avenue,10026.0,2126784434,indian,22,12.666666666666666,1.5,0,32,2018,11,14,32,1.0
50000395,starbucks,brooklyn,164,park place,11217.0,7186239419,cafãcoffeetea,2,5.75,2.4,0,10,2018,11,14,10,1.0
50000719,the immigrant tap room,manhattan,341,e 9th st,10003.0,2126772545,american,6,6.6,3.0,0,10,2018,11,14,10,1.0
50001777,au bon pain,queens,nka,jfk international airport,11430.0,7189176430,sandwichessaladsmixed buffet,12,16.0,1.7142857142857142,0,28,2018,11,14,28,1.0
50001820,starbucks,queens,nka,jfk international airport,11430.0,7186790536,cafãcoffeetea,6,10.5,1.8,0,20,2018,11,14,20,1.0
50008837,silver krust west indian restaurant  grill,brooklyn,4809,church ave,11203.0,7189402000,caribbean,24,31.18918918918919,1.1842105263157894,1,36,2018,11,14,38,0.9473684210526315
50009225,bar chuko,brooklyn,565,vanderbilt ave,11238.0,3474259570,japanese,32,40.96296296296296,0.6206896551724138,0,56,2018,11,14,58,0.9655172413793104
50010096,great wall chinese restaurant,brooklyn,7614,18th ave,11214.0,7188373311,chinese,10,8.545454545454545,1.9090909090909092,0,22,2018,11,14,22,1.0
50018738,kiss my slice,manhattan,274,w 40th st,10018.0,2123919524,pizza,31,18.847457627118644,1.0819672131147542,0,61,2018,11,14,61,1.0
50018819,bricolage,brooklyn,162,5th ave,11217.0,7182301835,vietnamesecambodianmalaysia,10,12.533333333333333,1.6875,0,30,2018,11,14,32,0.9375
50033150,mias bakery,brooklyn,139,smith st,11201.0,3479873194,bakery,4,8.6,3.0,0,10,2018,11,14,10,1.0
50033846,limprimerie,brooklyn,1524,myrtle ave,11237.0,7752383940,bakery,8,12.142857142857142,3.0,0,14,2018,11,14,14,1.0
50033875,arianas,staten island,60,s bridge st,10309.0,7189678500,italian,6,11.5,3.0,0,12,2018,11,14,12,1.0
50036468,chopt,manhattan,1,new york plz,10004.0,6467419834,salads,8,14.375,1.875,0,16,2018,11,14,16,1.0
50038162,dunkin donuts,queens,2304,jackson ave,11101.0,7183612848,cafãcoffeetea,6,8.8,3.0,0,10,2018,11,14,10,1.0
50038174,la flor restaurant,queens,5302,roosevelt ave,11377.0,7184268023,mexican,10,11.142857142857142,2.142857142857143,0,28,2018,11,14,28,1.0
50040677,dos toros,brooklyn,64,court st,11201.0,3474973339,mexican,6,10.375,3.0,0,16,2018,11,14,16,1.0
50041245,sunberi yogurt  cafe,queens,3504,30th ave,11103.0,7187281088,ice cream gelato yogurt ices,4,7.375,3.0,0,16,2018,11,14,16,1.0
50041280,starbucks,queens,329,wyckoff ave,11385.0,3476685736,cafãcoffeetea,6,10.428571428571429,3.0,0,14,2018,11,14,14,1.0
50041486,kimoto rooftop,brooklyn,216,duffield st,11201.0,7188588940,asian,18,15.0,1.411764705882353,0,34,2018,11,14,34,1.0
50041775,sonic drivein,staten island,148,page ave,10307.0,7183176642,american,12,13.153846153846153,2.0,0,28,2018,11,14,30,0.9333333333333333
50046062,new york pulao kabab,queens,3602,steinway st,11101.0,7186003116,middle eastern,24,13.0,1.2,0,40,2018,11,14,40,1.0
50047783,cappones salumeria,manhattan,1,new york plz,10004.0,9174751245,sandwiches,40,17.185185185185187,1.0344827586206897,0,58,2018,11,14,58,1.0
50052671,sunnyside plays,queens,4309,48th ave,11377.0,6466755251,cafãcoffeetea,10,18.307692307692307,0.9285714285714286,0,28,2018,11,14,28,1.0
50055844,sasa song,queens,20107,northern blvd,11361.0,7186317272,japanese,16,15.75,1.6153846153846154,0,26,2018,11,14,26,1.0
50057998,olympia deli  juice,manhattan,761,avenue of the americas,10010.0,2129245074,american,6,9.9,2.1818181818181817,0,20,2018,11,14,22,0.9090909090909091
50063209,icon,queens,3184,33rd st,11106.0,9178326364,other,8,10.0,1.8,0,10,2018,11,14,10,1.0
50063305,luannes wild ginger,brooklyn,676,franklin ave,11238.0,7186268663,vegetarian,34,32.13636363636363,0.75,0,46,2018,11,14,48,0.9583333333333334
50064068,2beans,manhattan,817,avenue of the americas,10001.0,2129378914,cafãcoffeetea,9,32.0,1.0,1,15,2018,11,14,18,0.8333333333333334
50068037,hunters ochie bikkle jamaican  american restaurant,bronx,3634,white plains rd,10467.0,3474495929,caribbean,12,17.6875,0.75,1,16,2018,11,14,16,1.0
50068625,panda bubble tea,manhattan,1000 s,8th ave,10019.0,2129699688,juice smoothies fruit salads,4,8.75,3.0,0,8,2018,11,14,8,1.0
50068737,vernon grille,queens,4820,vernon blvd,11101.0,7184893142,greek,8,11.666666666666666,2.0,0,12,2018,11,14,12,1.0
50070295,corvo coffee,manhattan,270,w 39th st,10018.0,2122391117,cafãcoffeetea,14,32.1875,1.3125,0,32,2018,11,14,32,1.0
50070445,papa johns pizza,bronx,2733,white plains rd,10467.0,7188827272,pizza,0,3.5,3.0,0,4,2018,11,14,4,1.0
50070701,skyview coffee,queens,4327,main st,11355.0,9175676378,other,6,11.333333333333334,2.0,1,6,2018,11,14,6,1.0
50071597,cardoncello divino,manhattan,43,w 27th st,10001.0,3472780797,italian,0,8.0,3.0,0,4,2018,11,14,4,1.0
50074095,ivas sweet parlour,brooklyn,892,wyckoff ave,11237.0,3473693969,cafãcoffeetea,6,35.0,0.5,0,12,2018,11,14,12,1.0
50077609,sushi king,brooklyn,1442,myrtle ave,11237.0,7184433388,chinese,4,10.0,1.5,0,8,2018,11,14,8,1.0
50081082,wow bagel,queens,6864,fresh pond rd,11385.0,7183815700,cafãcoffeetea,4,12.0,3.0,0,6,2018,11,14,6,1.0
50081121,dunkin donuts,brooklyn,2492,linden blvd,11208.0,7182729090,donuts,4,13.0,3.0,0,4,2018,11,14,4,1.0
50082664,shaxian snacks,brooklyn,818,60th st,11220.0,6462800618,chinese,4,12.0,3.0,0,4,2018,11,14,4,1.0
50082702,convene,manhattan,75,rockefeller plz,10019.0,9172683240,american,2,5.0,3.0,0,2,2018,11,14,2,1.0
50082746,jjang cooks,queens,13671,roosevelt ave,11354.0,7184606200,korean,4,13.0,3.0,0,8,2018,11,14,8,1.0
50083291,grill 66,queens,7501,88th st,11385.0,7188093804,american,8,15.571428571428571,1.2857142857142858,0,14,2018,11,14,14,1.0
50083677,hug tea,brooklyn,810,60th st,11220.0,9292999948,cafãcoffeetea,10,51.5,0.375,1,14,2018,11,14,16,0.875
50084067,nomad cafe  eatery,queens,6714,forest ave,11385.0,3472278136,cafãcoffeetea,2,10.0,3.0,0,4,2018,11,14,4,1.0
50084130,gotan,manhattan,37,w 20th st,10011.0,2014556440,american,2,12.0,3.0,0,6,2018,11,14,6,1.0
50084630,poke bowl,manhattan,840,8th ave,10019.0,9172615581,hawaiian,0,2.0,3.0,0,2,2018,11,14,2,1.0
50084728,sidley austin llp,manhattan,787,7th ave,10019.0,2128395719,american,2,11.0,3.0,0,6,2018,11,14,6,1.0
50084739,noodlelove,manhattan,192,mott st,10012.0,6468700571,asian,2,7.0,3.0,0,4,2018,11,14,4,1.0
50085107,teemo bubble tea,brooklyn,5915,4th ave,11220.0,6463883896,other,1,28.0,0.0,0,1,2018,11,14,1,1.0
50085516,sushi bistro,brooklyn,2106,e 19th st,11229.0,3478378223,other,0,2.0,3.0,0,2,2018,11,14,2,1.0
40367860,lb spumoni gardens,brooklyn,2725,86 street,11223.0,7184491230,pizzaitalian,3,9.666666666666666,3.0,0,6,2018,11,13,6,1.0
40376352,blue note jazz,manhattan,131,west    3 street,10012.0,2124750049,american,4,9.25,2.25,0,8,2018,11,13,8,1.0
40386672,franks soup bowl,bronx,3580,bronxwood avenue,10469.0,7185199277,caribbean,14,18.40909090909091,1.3636363636363635,0,22,2018,11,13,22,1.0
40389701,rosas pizza,queens,5526,69 street,11378.0,7184465910,pizza,26,25.55,0.8837209302325582,0,43,2018,11,13,43,1.0
40395882,white castle,queens,9808,rockaway boulevard,11417.0,7186416870,hamburgers,5,4.916666666666667,1.2857142857142858,0,13,2018,11,13,14,0.9285714285714286
40397763,alfonsos bar,queens,7515,broadway,11373.0,7184581068,bottled beverages including water sodas juices etc,12,16.823529411764707,1.3529411764705883,0,17,2018,11,13,17,1.0
40585345,sushiya japanese restaurant,manhattan,28,west   56 street,10019.0,2122475756,japanese,15,19.838709677419356,1.21875,0,32,2018,11,13,32,1.0
40811405,au bon pain,manhattan,1251,6 avenue,10020.0,2129215908,american,14,12.384615384615385,1.7142857142857142,0,28,2018,11,13,28,1.0
40862111,lil frankies pizza,manhattan,19,1 avenue,10003.0,2124204900,italian,30,24.36,0.96,0,50,2018,11,13,50,1.0
40923055,doasis bar restaurant,queens,5420,flushing avenue,11378.0,7188217683,latin cuban dominican puerto rican south  central american,18,16.12121212121212,1.6363636363636365,0,33,2018,11,13,33,1.0
40935628,the mermaid inn,manhattan,96,2 avenue,10003.0,2126745870,seafood,4,5.75,2.4,0,10,2018,11,13,10,1.0
40947971,k  q restaruant,bronx,706,burke avenue,10467.0,7187987673,chinese,4,9.8,3.0,0,10,2018,11,13,10,1.0
41007533,umi no ie,manhattan,86,east    3 street,10003.0,6466541122,japanese,20,15.944444444444445,1.263157894736842,0,38,2018,11,13,38,1.0
41028321,dangelos pizza,bronx,902,east gun hill road,10469.0,7183256448,pizza,18,11.0,1.2352941176470589,0,34,2018,11,13,34,1.0
41077301,cozy cafe,manhattan,43,east 1 street,10003.0,2124750177,middle eastern,14,13.214285714285714,1.2352941176470589,0,34,2018,11,13,34,1.0
41139432,the haab mexican cafe,queens,4722,48 avenue,11377.0,7187294838,mexican,24,18.458333333333332,1.2692307692307692,0,50,2018,11,13,52,0.9615384615384616
41148766,tocqueville restaurant,manhattan,3,east   15 street,10003.0,2126471515,french,12,10.909090909090908,1.3846153846153846,0,26,2018,11,13,26,1.0
41168959,starbucks,manhattan,731,lexington avenue,10022.0,2126440692,cafãcoffeetea,2,7.25,3.0,0,8,2018,11,13,8,1.0
41293456,mermaid oyster bar,manhattan,79,macdougal street,10012.0,2122600100,seafood,18,15.272727272727273,1.0909090909090908,0,22,2018,11,13,22,1.0
41305744,dunkin donuts baskin robbins,queens,6365,woodhaven boulevard,11374.0,7183960178,donuts,20,13.533333333333333,1.8,0,30,2018,11,13,30,1.0
41319530,pax,manhattan,966,6 avenue,10018.0,2129672820,american,10,11.0,3.0,0,16,2018,11,13,16,1.0
41374102,starbucks,manhattan,240,park avenue south,10003.0,2123751416,cafãcoffeetea,4,7.6,3.0,0,10,2018,11,13,10,1.0
41374276,melany restaurant,brooklyn,785,flatbush avenue,11226.0,7182820499,latin cuban dominican puerto rican south  central american,34,22.242424242424242,1.1470588235294117,0,68,2018,11,13,68,1.0
41531139,eugene oneill theatre,manhattan,230,west   49 street,10019.0,2125825472,american,8,8.571428571428571,1.5,0,16,2018,11,13,16,1.0
41532380,jj s asian fusion,queens,3705,31 avenue,11103.0,7186268888,japanese,12,26.210526315789473,1.0909090909090908,1,21,2018,11,13,22,0.9545454545454546
41575384,little italy pizza,manhattan,2047,broadway,10023.0,2123628822,pizza,14,12.384615384615385,1.8461538461538463,0,26,2018,11,13,26,1.0
41615382,the masala wala,manhattan,179,essex street,10002.0,2123589300,indian,36,25.307692307692307,1.5,0,46,2018,11,13,52,0.8846153846153846
41615409,hot kitchen,manhattan,104,2 avenue,10003.0,2122283090,chinese,42,27.487179487179485,0.9512195121951219,0,80,2018,11,13,82,0.975609756097561
41615961,peking kitchen,bronx,724,lydig avenue,10462.0,7188297464,chinese,48,26.61764705882353,0.8235294117647058,0,60,2018,11,13,68,0.8823529411764706
41619957,the dog and duck,queens,4520,skillman avenue,11104.0,7184069048,american,28,25.31578947368421,1.173913043478261,0,46,2018,11,13,46,1.0
41624133,tribeca taphouse,manhattan,363,greenwich street,10013.0,2125108939,american,42,18.096774193548388,1.0294117647058822,0,66,2018,11,13,68,0.9705882352941176
41633315,5 boro burger,manhattan,80,west   36 street,10018.0,2125642211,american,24,16.58823529411765,1.2857142857142858,0,36,2018,11,13,42,0.8571428571428571
41677480,fusion hk bargrill,manhattan,688,10 avenue,10019.0,2129560185,mexican,26,15.625,0.8571428571428571,0,42,2018,11,13,42,1.0
41705335,west 8 happy wok,brooklyn,2875,west    8 street,11224.0,7184498279,chinese,16,15.2,2.2,0,30,2018,11,13,30,1.0
50001122,nonnos pizza,brooklyn,8816,3rd ave,11209.0,7182386200,italian,24,19.88888888888889,1.103448275862069,0,56,2018,11,13,58,0.9655172413793104
50001156,poke hub,queens,7132a,main street,11367.0,9173005312,asian,14,22.967741935483872,1.125,1,32,2018,11,13,32,1.0
50003218,ravagh persian grill,manhattan,125,1st ave 127,10003.0,2123350207,iranian,30,17.454545454545453,1.3636363636363635,0,44,2018,11,13,44,1.0
50008129,coco fresh tea  juice,queens,8655,broadway,11373.0,3477306730,cafãcoffeetea,10,13.692307692307692,2.076923076923077,0,26,2018,11,13,26,1.0
50009513,russ  daughters cafe,manhattan,127,orchard st,10002.0,2124754881,american,14,12.428571428571429,2.142857142857143,0,28,2018,11,13,28,1.0
50013380,pizza,manhattan,84,hester st,10002.0,2122197766,pizza,8,11.666666666666666,3.0,0,12,2018,11,13,12,1.0
50018892,new ho wah chinese,queens,4201,broadway,11103.0,7189561849,chinese,16,23.866666666666667,1.1,0,30,2018,11,13,30,1.0
50037100,oj cleanse,brooklyn,85,bergen st,11201.0,3473842529,juice smoothies fruit salads,14,13.333333333333334,1.8,0,30,2018,11,13,30,1.0
50038009,taqueria juarez restaurant,queens,9109,43rd ave,11373.0,7187791301,mexican,28,29.115384615384617,0.9310344827586207,0,58,2018,11,13,58,1.0
50038532,happy fortune chinese restaurant,queens,4757,47th st,11377.0,7187068881,chinese,15,19.4,1.0384615384615385,1,25,2018,11,13,26,0.9615384615384616
50038871,rickys cafe,queens,7502,37th ave,11372.0,7184781360,american,10,11.142857142857142,3.0,0,14,2018,11,13,14,1.0
50040092,subway,manhattan,577,2nd ave,10016.0,2126853433,sandwiches,6,10.0,3.0,0,12,2018,11,13,12,1.0
50046846,marisco centro,bronx,1160,castle hill ave,10462.0,7187920500,seafood,20,14.9,1.5,0,40,2018,11,13,40,1.0
50051737,spring place,manhattan,6,saint johns ln,10013.0,2122575620,mediterranean,20,20.4,1.1428571428571428,0,42,2018,11,13,42,1.0
50052331,spoon table  bar,manhattan,40,e 33rd st,10016.0,6462307000,american,10,10.142857142857142,3.0,0,14,2018,11,13,14,1.0
